created_at,date,id,keyword_id,outlet,related_term,source_type,title,url
2026-04-11T06:00:06.48968+00:00,2026-04-10,25516776-6581-448a-9b38-297e6636de41,,Público,candidíase,media,"Kamala Harris, ex-vice dos EUA, admite nova candidatura à presidência",https://www.publico.pt/2026/04/10/mundo/noticia/kamala-harris-exvice-eua-admite-nova-candidatura-presidencia-2170886
2026-04-10T06:00:09.792445+00:00,2026-04-10,25791a74-047e-49f2-b5cc-9cfdb0bf0e09,,Diário de Notícias,perturbação obsessivo-compulsiva,media,A hipocrisia nas relações com a Venezuela,https://www.dn.pt/opiniao-dn/a-hipocrisia-nas-relaes-com-a-venezuela
2026-05-11T06:00:08.624508+00:00,2026-05-10,25a1eaa9-abcb-4dfe-8237-23d9c54a7f58,,Observador,refluxo gastroesofágico,media,A América vingou porque escolheu missões e não produtos,https://observador.pt/opiniao/a-america-vingou-porque-escolheu-missoes-e-nao-produtos/
2026-07-13T06:00:08.60075+00:00,2026-07-12,25a6c2e6-1c44-4eb7-a57d-60a6f3978b86,,Notícias ao Minuto,candidíase,media,<![CDATA[Legislativas russas contam com 80 candidatos independentes]]>,https://www.noticiasaominuto.com/mundo/3020326/legislativas-russas-contam-com-80-candidatos-independentes#utm_source=rss-ultima-hora&amp;utm_medium=rss&amp;utm_campaign=rssfeed
2026-06-06T06:00:10.764271+00:00,2026-06-05,25a8c448-cd21-4ef6-b8d7-4ce98097f780,,Notícias ao Minuto,candidíase,media,<![CDATA[Selecionador chileno coloca Portugal nos candidatos a vencer o Mundial]]>,https://www.noticiasaominuto.com/desporto/3001255/selecionador-chileno-coloca-portugal-nos-candidatos-a-vencer-o-mundial#utm_source=rss-ultima-hora&amp;utm_medium=rss&amp;utm_campaign=rssfeed
2026-09-09T06:00:06.936079+00:00,2026-09-08,25c91c01-bbbe-45c8-8685-7693311afeeb,,Notícias ao Minuto,avc,media,<![CDATA[Novo tratamento ajuda o cérebro a recuperar após AVC]]>,https://www.noticiasaominuto.com/lifestyle/3047945/novo-tratamento-ajuda-o-cerebro-a-recuperar-apos-avc#utm_source=rss-ultima-hora&amp;utm_medium=rss&amp;utm_campaign=rssfeed
2026-03-08T11:08:46.761027+00:00,2025-03-03,25ed1cd9-6247-430c-b1f1-4576ee41e4a3,,RTP,mpox portugal,media,Aumentam os casos de Mpox: Portugal com 40 novas infeções,https://www.rtp.pt/noticias/pais/aumentam-os-casos-de-mpox-portugal-com-40-novas-infecoes-nos-ultimos-dois-meses_n1709145
2026-08-19T06:00:15.699292+00:00,2026-08-18,25f44c22-f5fd-414f-ab53-5aceba849e59,,Notícias ao Minuto,candidíase,media,<![CDATA[Tonga nomeia diplomata equatoriana Ivonne A-Baki como candidata na ONU]]>,https://www.noticiasaominuto.com/mundo/3038234/tonga-nomeia-diplomata-equatoriana-ivonne-a-baki-como-candidata-na-onu#utm_source=rss-ultima-hora&amp;utm_medium=rss&amp;utm_campaign=rssfeed
2026-07-11T06:00:53.941686+00:00,2026-07-11,25fbd387-09e1-4afe-ae75-3d76bf717c5a,,SP Enfermagem de Saúde Familiar,perturbações do espectro do autismo,institucional,Appeal and Clovers slot Wager totally free now!,https://spesf.pt/appeal-and-clovers-slot-wager-totally-free-now/
2026-08-12T06:00:07.684133+00:00,2026-08-11,2620fd64-aab5-453b-850c-4fd29bbd62a7,,Observador,refluxo gastroesofágico,media,Basta de Comunicados: o que a Europa precisa,https://observador.pt/opiniao/basta-de-comunicados-a-europa-precisa-de-avioes-europeus-misseis-abatidos-e-embaixadores-convocados/
