id,key,value,created_at,updated_at
00d343be-1c9f-44ab-a642-d8a09133a088,last_refreshed,2026-07-27T06:00:05.741Z,"2026-03-08 11:43:53.399046+00","2026-07-27 06:00:05.741+00"
